2022-07-02T14:41:15.898957Z stderr F I0702 14:41:15.898285       1 serving.go:348] Generated self-signed cert in-memory
2022-07-02T16:58:15.9650946Z stderr F W0702 16:58:15.964878       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Namespace: Get "https://172.22.0.2:6443/api/v1/namespaces?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:15.9651218Z stderr F E0702 16:58:15.964920       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Namespace: failed to list *v1.Namespace: Get "https://172.22.0.2:6443/api/v1/namespaces?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:20.3186474Z stderr F W0702 16:58:20.318358       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.ReplicationController: Get "https://172.22.0.2:6443/api/v1/replicationcontrollers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:20.3186726Z stderr F E0702 16:58:20.318420       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.ReplicationController: failed to list *v1.ReplicationController: Get "https://172.22.0.2:6443/api/v1/replicationcontrollers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:22.198111Z stderr F W0702 16:58:22.197837       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.PersistentVolumeClaim: Get "https://172.22.0.2:6443/api/v1/persistentvolumeclaims?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:22.198166Z stderr F E0702 16:58:22.197889       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.PersistentVolumeClaim: failed to list *v1.PersistentVolumeClaim: Get "https://172.22.0.2:6443/api/v1/persistentvolumeclaims?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:23.4108941Z stderr F W0702 16:58:23.410298       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.StorageClass: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/storageclasses?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:23.4109394Z stderr F E0702 16:58:23.410418       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.StorageClass: failed to list *v1.StorageClass: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/storageclasses?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:25.2631922Z stderr F W0702 16:58:25.262955       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.CSINode: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csinodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:25.2632464Z stderr F E0702 16:58:25.263055       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.CSINode: failed to list *v1.CSINode: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csinodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:26.6934677Z stderr F W0702 16:58:26.693269       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.StatefulSet: Get "https://172.22.0.2:6443/apis/apps/v1/statefulsets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:26.693485Z stderr F E0702 16:58:26.693312       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.StatefulSet: failed to list *v1.StatefulSet: Get "https://172.22.0.2:6443/apis/apps/v1/statefulsets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:26.7483414Z stderr F W0702 16:58:26.748097       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.CSIDriver: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csidrivers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:26.7483597Z stderr F E0702 16:58:26.748140       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.CSIDriver: failed to list *v1.CSIDriver: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csidrivers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:32.3367537Z stderr F W0702 16:58:32.336403       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.PodDisruptionBudget: Get "https://172.22.0.2:6443/apis/policy/v1/poddisruptionbudgets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:32.3367857Z stderr F E0702 16:58:32.336474       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.PodDisruptionBudget: failed to list *v1.PodDisruptionBudget: Get "https://172.22.0.2:6443/apis/policy/v1/poddisruptionbudgets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:34.5341803Z stderr F W0702 16:58:34.534039       1 reflector.go:324] pkg/server/dynamiccertificates/configmap_cafile_content.go:206: failed to list *v1.ConfigMap: Get "https://172.22.0.2:6443/api/v1/namespaces/kube-system/configmaps?fieldSelector=metadata.name%3Dextension-apiserver-authentication&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:34.5341985Z stderr F E0702 16:58:34.534083       1 reflector.go:138] pkg/server/dynamiccertificates/configmap_cafile_content.go:206: Failed to watch *v1.ConfigMap: failed to list *v1.ConfigMap: Get "https://172.22.0.2:6443/api/v1/namespaces/kube-system/configmaps?fieldSelector=metadata.name%3Dextension-apiserver-authentication&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:34.8759855Z stderr F W0702 16:58:34.875498       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.ReplicaSet: Get "https://172.22.0.2:6443/apis/apps/v1/replicasets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:34.8760831Z stderr F E0702 16:58:34.875611       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.ReplicaSet: failed to list *v1.ReplicaSet: Get "https://172.22.0.2:6443/apis/apps/v1/replicasets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:42.5683982Z stderr F W0702 16:58:42.568158       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Service: Get "https://172.22.0.2:6443/api/v1/services?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:42.5684181Z stderr F E0702 16:58:42.568202       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Service: failed to list *v1.Service: Get "https://172.22.0.2:6443/api/v1/services?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:43.9622769Z stderr F W0702 16:58:43.962033       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Node: Get "https://172.22.0.2:6443/api/v1/nodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:43.9623052Z stderr F E0702 16:58:43.962108       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Node: failed to list *v1.Node: Get "https://172.22.0.2:6443/api/v1/nodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:44.9894884Z stderr F W0702 16:58:44.988945       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Pod: Get "https://172.22.0.2:6443/api/v1/pods?fieldSelector=status.phase%21%3DSucceeded%2Cstatus.phase%21%3DFailed&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:44.9895335Z stderr F E0702 16:58:44.989102       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Pod: failed to list *v1.Pod: Get "https://172.22.0.2:6443/api/v1/pods?fieldSelector=status.phase%21%3DSucceeded%2Cstatus.phase%21%3DFailed&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:46.083011Z stderr F W0702 16:58:46.082542       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.CSIStorageCapacity: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csistoragecapacities?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:46.0830754Z stderr F E0702 16:58:46.082803       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.CSIStorageCapacity: failed to list *v1.CSIStorageCapacity: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csistoragecapacities?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:47.9760473Z stderr F W0702 16:58:47.975827       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Namespace: Get "https://172.22.0.2:6443/api/v1/namespaces?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:47.9760785Z stderr F E0702 16:58:47.975869       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Namespace: failed to list *v1.Namespace: Get "https://172.22.0.2:6443/api/v1/namespaces?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:54.5773535Z stderr F W0702 16:58:54.577179       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.PersistentVolumeClaim: Get "https://172.22.0.2:6443/api/v1/persistentvolumeclaims?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:54.577388Z stderr F E0702 16:58:54.577220       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.PersistentVolumeClaim: failed to list *v1.PersistentVolumeClaim: Get "https://172.22.0.2:6443/api/v1/persistentvolumeclaims?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:58.7651843Z stderr F W0702 16:58:58.764971       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.StatefulSet: Get "https://172.22.0.2:6443/apis/apps/v1/statefulsets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:58.7652044Z stderr F E0702 16:58:58.765011       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.StatefulSet: failed to list *v1.StatefulSet: Get "https://172.22.0.2:6443/apis/apps/v1/statefulsets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:58.769803Z stderr F W0702 16:58:58.769577       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.StorageClass: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/storageclasses?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:58.7698171Z stderr F E0702 16:58:58.769615       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.StorageClass: failed to list *v1.StorageClass: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/storageclasses?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:59.6333299Z stderr F W0702 16:58:59.633157       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.CSINode: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csinodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:58:59.63335Z stderr F E0702 16:58:59.633200       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.CSINode: failed to list *v1.CSINode: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csinodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:59:02.2723849Z stderr F W0702 16:59:02.272154       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.PersistentVolume: Get "https://172.22.0.2:6443/api/v1/persistentvolumes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:59:02.2724028Z stderr F E0702 16:59:02.272203       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.PersistentVolume: failed to list *v1.PersistentVolume: Get "https://172.22.0.2:6443/api/v1/persistentvolumes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:59:05.1587208Z stderr F W0702 16:59:05.158532       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.ReplicaSet: Get "https://172.22.0.2:6443/apis/apps/v1/replicasets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:59:05.1587706Z stderr F E0702 16:59:05.158585       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.ReplicaSet: failed to list *v1.ReplicaSet: Get "https://172.22.0.2:6443/apis/apps/v1/replicasets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:59:08.4082805Z stderr F W0702 16:59:08.408038       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.CSIDriver: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csidrivers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:59:08.4082999Z stderr F E0702 16:59:08.408087       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.CSIDriver: failed to list *v1.CSIDriver: Get "https://172.22.0.2:6443/apis/storage.k8s.io/v1/csidrivers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:59:10.5848671Z stderr F W0702 16:59:10.584649       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.ReplicationController: Get "https://172.22.0.2:6443/api/v1/replicationcontrollers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:59:10.5848843Z stderr F E0702 16:59:10.584703       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.ReplicationController: failed to list *v1.ReplicationController: Get "https://172.22.0.2:6443/api/v1/replicationcontrollers?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:59:14.2356031Z stderr F W0702 16:59:14.235394       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.Node: Get "https://172.22.0.2:6443/api/v1/nodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:59:14.2356369Z stderr F E0702 16:59:14.235442       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.Node: failed to list *v1.Node: Get "https://172.22.0.2:6443/api/v1/nodes?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:59:14.5508046Z stderr F W0702 16:59:14.550574       1 reflector.go:324] pkg/server/dynamiccertificates/configmap_cafile_content.go:206: failed to list *v1.ConfigMap: Get "https://172.22.0.2:6443/api/v1/namespaces/kube-system/configmaps?fieldSelector=metadata.name%3Dextension-apiserver-authentication&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:59:14.5508243Z stderr F E0702 16:59:14.550644       1 reflector.go:138] pkg/server/dynamiccertificates/configmap_cafile_content.go:206: Failed to watch *v1.ConfigMap: failed to list *v1.ConfigMap: Get "https://172.22.0.2:6443/api/v1/namespaces/kube-system/configmaps?fieldSelector=metadata.name%3Dextension-apiserver-authentication&limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:59:19.5800031Z stderr F W0702 16:59:19.579783       1 reflector.go:324] vendor/k8s.io/client-go/informers/factory.go:134: failed to list *v1.PodDisruptionBudget: Get "https://172.22.0.2:6443/apis/policy/v1/poddisruptionbudgets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
2022-07-02T16:59:19.5800222Z stderr F E0702 16:59:19.579848       1 reflector.go:138] vendor/k8s.io/client-go/informers/factory.go:134: Failed to watch *v1.PodDisruptionBudget: failed to list *v1.PodDisruptionBudget: Get "https://172.22.0.2:6443/apis/policy/v1/poddisruptionbudgets?limit=500&resourceVersion=0": x509: certificate is valid for 10.96.0.1, 172.22.0.5, 127.0.0.1, not 172.22.0.2
